1.0 0:1 38290:1  58013:1.0  
0.0 12:1 59852:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 59868:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 59999:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 60155:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 60244:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 60453:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 60473:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 60495:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 60531:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 60547:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 60813:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 60814:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 60847:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 60932:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 60982:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 61145:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 61163:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 61251:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 61297:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 61354:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 61386:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 61462:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 61906:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 62116:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 62645:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 63312:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 63377:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 63395:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
